Elapsed time,Driver,ECG,EMG,foot GSR,hand GSR,HR,marker,RESP
'0:04.643',06,0.134,0.166,8.944,18.95,88.0,12.36,34.89
'0:04.645',06,0.143,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.647',06,0.15,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.649',06,0.155,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.651',06,0.159,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.653',06,0.167,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.655',06,0.175,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.657',06,0.179,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.659',06,0.187,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.661',06,0.197,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.663',06,0.204,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.665',06,0.203,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.667',06,0.203,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.669',06,0.209,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.671',06,0.214,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.673',06,0.214,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.675',06,0.215,0.228,8.942,18.945,88.0,12.36,35.03
'0:04.677',06,0.222,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.679',06,0.233,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.681',06,0.236,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.683',06,0.237,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.685',06,0.238,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.688',06,0.238,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.690',06,0.233,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.692',06,0.23,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.694',06,0.231,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.696',06,0.234,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.698',06,0.23,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.700',06,0.216,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.702',06,0.21,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.704',06,0.209,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.706',06,0.204,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.708',06,0.189,0.228,8.942,18.943,88.0,12.36,35.21
'0:04.710',06,0.175,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.712',06,0.168,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.714',06,0.155,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.716',06,0.137,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.718',06,0.126,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.720',06,0.118,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.722',06,0.106,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.724',06,0.09,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.726',06,0.078,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.728',06,0.07,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.730',06,0.061,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.732',06,0.045,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.734',06,0.031,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.736',06,0.021,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.738',06,0.009,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.740',06,-0.007,0.166,8.942,18.94,88.0,12.36,35.45
'0:04.742',06,-0.02,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.744',06,-0.024,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.746',06,-0.029,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.748',06,-0.038,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.750',06,-0.048,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.752',06,-0.051,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.754',06,-0.049,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.756',06,-0.055,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.758',06,-0.067,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.760',06,-0.074,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.762',06,-0.078,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.764',06,-0.081,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.766',06,-0.083,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.768',06,-0.083,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.770',06,-0.085,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.772',06,-0.085,0.166,8.942,18.938,88.0,12.36,35.69
'0:04.774',06,-0.084,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.776',06,-0.09,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.778',06,-0.093,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.780',06,-0.096,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.782',06,-0.1,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.784',06,-0.098,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.786',06,-0.1,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.788',06,-0.104,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.790',06,-0.11,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.792',06,-0.115,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.794',06,-0.111,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.796',06,-0.111,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.798',06,-0.114,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.800',06,-0.111,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.802',06,-0.11,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.804',06,-0.105,0.186,8.939,18.935,93.0,12.36,35.89
'0:04.806',06,-0.099,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.808',06,-0.099,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.810',06,-0.098,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.813',06,-0.096,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.815',06,-0.098,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.817',06,-0.099,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.819',06,-0.101,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.821',06,-0.104,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.823',06,-0.105,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.825',06,-0.103,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.827',06,-0.098,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.829',06,-0.092,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.831',06,-0.09,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.833',06,-0.093,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.835',06,-0.095,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.837',06,-0.096,0.186,8.939,18.933,93.0,12.36,36.1
'0:04.839',06,-0.099,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.841',06,-0.099,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.843',06,-0.099,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.845',06,-0.099,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.847',06,-0.095,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.849',06,-0.092,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.851',06,-0.095,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.853',06,-0.094,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.855',06,-0.09,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.857',06,-0.095,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.859',06,-0.1,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.861',06,-0.096,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.863',06,-0.09,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.865',06,-0.093,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.867',06,-0.096,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.869',06,-0.1,0.145,8.939,18.93,93.0,12.37,36.28
'0:04.871',06,-0.1,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.873',06,-0.098,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.875',06,-0.096,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.877',06,-0.094,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.879',06,-0.093,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.881',06,-0.095,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.883',06,-0.101,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.885',06,-0.106,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.887',06,-0.11,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.889',06,-0.109,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.891',06,-0.111,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.893',06,-0.111,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.895',06,-0.104,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.897',06,-0.098,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.899',06,-0.101,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.901',06,-0.107,0.145,8.939,18.93,93.0,12.37,36.48
'0:04.903',06,-0.107,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.905',06,-0.107,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.907',06,-0.106,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.909',06,-0.099,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.911',06,-0.09,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.913',06,-0.083,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.915',06,-0.078,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.917',06,-0.081,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.919',06,-0.077,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.921',06,-0.073,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.923',06,-0.076,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.925',06,-0.076,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.927',06,-0.073,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.929',06,-0.067,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.931',06,-0.065,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.933',06,-0.061,0.186,8.939,18.928,93.0,12.34,36.69
'0:04.935',06,-0.056,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.938',06,-0.054,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.940',06,-0.051,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.942',06,-0.049,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.944',06,-0.044,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.946',06,-0.037,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.948',06,-0.044,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.950',06,-0.068,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.952',06,-0.078,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.954',06,-0.074,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.956',06,-0.072,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.958',06,-0.074,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.960',06,-0.082,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.962',06,-0.082,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.964',06,-0.079,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.966',06,-0.088,0.186,8.939,18.928,93.0,12.34,36.83
'0:04.968',06,-0.093,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.970',06,-0.089,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.972',06,-0.09,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.974',06,-0.092,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.976',06,-0.096,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.978',06,-0.106,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.980',06,-0.107,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.982',06,-0.129,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.984',06,-0.162,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.986',06,-0.175,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.988',06,-0.189,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.990',06,-0.212,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.992',06,-0.233,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.994',06,-0.245,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.996',06,-0.245,0.269,8.937,18.925,93.0,12.26,36.96
'0:04.998',06,-0.222,0.269,8.937,18.925,93.0,12.26,36.96
'0:05.000',06,-0.186,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.002',06,-0.148,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.004',06,-0.099,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.006',06,-0.021,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.008',06,0.071,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.010',06,0.159,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.012',06,0.255,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.014',06,0.36,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.016',06,0.449,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.018',06,0.53,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.020',06,0.619,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.022',06,0.714,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.024',06,0.808,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.026',06,0.816,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.028',06,0.69,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.030',06,0.508,0.269,8.937,18.925,93.0,12.26,37.09
'0:05.032',06,0.324,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.034',06,0.14,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.036',06,-0.035,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.038',06,-0.211,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.040',06,-0.321,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.042',06,-0.378,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.044',06,-0.419,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.046',06,-0.281,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.048',06,-0.144,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.050',06,-0.176,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.052',06,-0.194,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.054',06,-0.208,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.056',06,-0.236,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.058',06,-0.244,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.060',06,-0.244,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.063',06,-0.222,0.352,8.937,18.923,93.0,12.25,37.25
'0:05.065',06,-0.186,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.067',06,-0.148,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.069',06,-0.099,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.071',06,-0.021,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.073',06,0.071,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.075',06,0.159,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.077',06,0.255,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.079',06,0.36,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.081',06,0.449,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.083',06,0.53,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.085',06,0.619,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.087',06,0.714,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.089',06,0.808,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.091',06,0.816,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.093',06,0.69,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.095',06,0.508,0.352,8.934,18.923,93.0,12.25,37.44
'0:05.097',06,0.325,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.099',06,0.142,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.101',06,-0.037,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.103',06,-0.205,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.105',06,-0.326,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.107',06,-0.378,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.109',06,-0.402,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.111',06,-0.413,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.113',06,-0.402,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.115',06,-0.38,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.117',06,-0.356,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.119',06,-0.328,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.121',06,-0.304,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.123',06,-0.281,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.125',06,-0.256,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.127',06,-0.227,0.228,8.934,18.923,93.0,12.26,37.63
'0:05.129',06,-0.203,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.131',06,-0.192,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.133',06,-0.181,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.135',06,-0.165,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.137',06,-0.147,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.139',06,-0.129,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.141',06,-0.118,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.143',06,-0.109,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.145',06,-0.092,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.147',06,-0.081,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.149',06,-0.083,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.151',06,-0.085,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.153',06,-0.077,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.155',06,-0.072,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.157',06,-0.078,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.159',06,-0.079,0.228,8.934,18.92,93.0,12.26,37.81
'0:05.161',06,-0.073,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.163',06,-0.068,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.165',06,-0.071,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.167',06,-0.073,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.169',06,-0.068,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.171',06,-0.062,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.173',06,-0.062,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.175',06,-0.061,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.177',06,-0.057,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.179',06,-0.049,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.181',06,-0.045,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.183',06,-0.049,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.185',06,-0.046,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.188',06,-0.039,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.190',06,-0.033,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.192',06,-0.032,0.186,8.934,18.918,109.0,12.26,37.98
'0:05.194',06,-0.028,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.196',06,-0.027,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.198',06,-0.027,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.200',06,-0.022,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.202',06,-0.016,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.204',06,-0.009,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.206',06,-0.004,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.208',06,-0.007,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.210',06,-0.004,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.212',06,0.005,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.214',06,0.006,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.216',06,0.001,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.218',06,0.001,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.220',06,0.006,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.222',06,0.013,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.224',06,0.021,0.186,8.934,18.915,109.0,12.26,38.12
'0:05.226',06,0.023,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.228',06,0.031,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.230',06,0.04,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.232',06,0.044,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.234',06,0.046,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.236',06,0.054,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.238',06,0.059,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.240',06,0.061,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.242',06,0.066,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.244',06,0.074,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.246',06,0.088,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.248',06,0.098,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.250',06,0.099,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.252',06,0.103,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.254',06,0.114,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.256',06,0.123,0.166,8.937,18.915,109.0,12.27,38.21
'0:05.258',06,0.128,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.260',06,0.136,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.262',06,0.148,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.264',06,0.157,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.266',06,0.159,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.268',06,0.161,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.270',06,0.168,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.272',06,0.173,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.274',06,0.178,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.276',06,0.181,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.278',06,0.183,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.280',06,0.189,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.282',06,0.194,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.284',06,0.19,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.286',06,0.192,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.288',06,0.195,0.166,8.937,18.913,109.0,12.27,38.34
'0:05.290',06,0.194,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.292',06,0.194,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.294',06,0.199,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.296',06,0.204,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.298',06,0.201,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.300',06,0.198,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.302',06,0.2,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.304',06,0.199,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.306',06,0.197,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.308',06,0.194,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.310',06,0.192,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.313',06,0.192,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.315',06,0.181,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.317',06,0.164,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.319',06,0.154,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.321',06,0.145,0.145,8.932,18.908,109.0,12.26,38.51
'0:05.323',06,0.131,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.325',06,0.117,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.327',06,0.104,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.329',06,0.094,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.331',06,0.089,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.333',06,0.074,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.335',06,0.06,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.337',06,0.052,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.339',06,0.042,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.341',06,0.027,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.343',06,0.016,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.345',06,0.005,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.347',06,-0.001,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.349',06,-0.012,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.351',06,-0.026,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.353',06,-0.031,0.145,8.929,18.905,109.0,12.26,38.57
'0:05.355',06,-0.037,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.357',06,-0.046,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.359',06,-0.052,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.361',06,-0.056,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.363',06,-0.062,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.365',06,-0.07,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.367',06,-0.077,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.369',06,-0.079,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.371',06,-0.083,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.373',06,-0.088,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.375',06,-0.09,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.377',06,-0.092,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.379',06,-0.093,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.381',06,-0.093,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.383',06,-0.098,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.385',06,-0.101,0.166,8.932,18.908,109.0,12.26,38.53
'0:05.387',06,-0.103,0.166,8.929,18.905,109.0,12.26,38.56
'0:05.389',06,-0.105,0.166,8.929,18.905,109.0,12.26,38.56
